名稱,網址,電話,行政區,AreaCode,地址,介紹
"墨咖啡","https://www.inkcoffee.co/","(03)5220608","東區","10018010","林森路180號","推薦菜色：義式咖啡、單品咖啡、手作甜點（檸檬系列、核桃布朗尼），簡約文青風的墨咖啡，是許多新竹人嘗手作點心與品咖啡的最愛名店，2樓小酒館，更是熱愛世界手工精釀啤酒者朝聖之地。10年咖啡館資歷的老闆周義翔，早在學生時代就到咖啡館吧台打工，對咖啡深深著迷，也立志成為專業的咖啡人；因為長期在咖啡館工作，了解咖啡館經營的辛酸與苦樂，熟悉咖啡館經營管理的Know-how，圓熟了創設「墨咖啡」的實力。墨咖啡明亮寬敞的空間，洋溢著濃濃的書卷香，1樓是北歐簡約風的咖啡天地，2樓淡雅和風的精緻小酒館，周義翔說，因為弟弟喜歡品酒，利用2樓空間規劃一處供應世界各國手工精釀啤酒的專門店，讓咖啡館意外多了份微醺的選擇。來這裡，除了品飲義式或頂級單品咖啡，不妨嘗嘗手工製作的糕點，滿足苦與甜之間，味蕾交織對應的滋味；店家推薦檸檬系列手作甜點：檸檬生乳酪蛋糕、檸檬塔，主廚重視原物料的新鮮與品質，選用法國奶油與CreamCheese，製作耗時，出爐的檸檬起司香，令人陶醉；另一款招牌是核桃布朗尼，選用法國與厄瓜多的巧克力製作，滿滿的核桃香氣搭巧克力的苦甜滋味，是巧克力嗜食者首選。「墨咖啡也是新竹文創者交流平台！」周義翔說，咖啡館向來是文人雅士聚會場所，台北不少咖啡館也常變成文創工作者匯聚的地方，墨咖啡有相同的期許，店裡不定期舉辦藝文交流與座談，間或展售文創商品，讓咖啡館增添了文藝風。"
"安琪拉的魔法屋","https://www.facebook.com/angelamagic214/","(03)5637150","東區","10018010","長春街40巷10號","推薦菜色：反轉焦糖蘋果蛋糕、巧克力雪山頂、栗南瓜起司蛋糕，美味的甜點一如戀人，散發獨到的魅力，引誘著蠢蠢欲動的味蕾，撫慰人心。「安琪拉的魔法屋」在長春街的僻靜巷弄間，前院是一處多肉植栽構成的小小綠色森林花園，造訪時，斑駁木門裡，已飄出陣陣烘烤餅乾和蛋糕的暖香。熱愛藝術、大膽追求人生價值的魔法屋主人安琪拉，捨棄竹科新貴的工作，花了1年時間拜師學藝，從學徒到主廚，歷經篳路藍縷的艱辛與繁盛枝葉的美好，如今已在糕餅界擁有一席之地，充滿創意的糕點更獨樹一格。安琪拉重視生態保育，食材選用堅持土地與人互相依存的生態關係，除了起司從國外進口外，多數採用台灣在地食材，尤其青睞對環境友善、不施農藥小農栽植的有機作物，烘焙過程中，也流露她對料理的堅持與用心，焦糖蘋果蛋糕剛好使用一顆至少300公克重的蘋果，奶油炒香的焦糖和微酸的蘋果結合，加了杏仁粉和蘭姆酒的蛋糕主體，值得一嘗。安琪拉獨創各式曼妙滋味的手工蛋糕，還有備受喜愛的手工餅乾，詢問度超高，一款外國人稱之為ChocolateCrinkleCookies，國人稱巧克力雪球的餅乾，安琪拉稱之為冬季限定版「巧克力雪山頂」，第一口咬嚼時覺得不像餅乾，僅手掌大，裡面深藏蛋糕般酥軟的口感，每顆都像下過雪的山頂造型，還有美美的山峰裂紋，配上一壺好茶或咖啡，幸福滿滿！安琪拉還有許多經典餅乾，希臘雪球、寶石果醬、蔓越莓核桃燕麥等，都是熱門品項，經常出爐沒多久就賣光，自嘲喜歡撿拾、收藏老東西的安琪拉，店裡盡是她多年的珍藏與藝術品；她也喜愛各國雜貨，從鄉村風廚具到負盛名的手繪盤具組，都能讓旅人像尋寶般處處驚豔。卸下繁複的應對及招呼，沉浸在無菜單料理的美味中，大飽朵頤後再來一片招牌起司蛋糕和濃郁香醇的熱咖啡，在忙碌中細品人生。"
"本味木瓜牛奶專賣店","","(03)5235280","東區","10018010","林森路104號","推薦菜色：木瓜牛奶、現榨蔬果汁、綠豆沙，簡樸的門面，非觀光人潮熱點，能屹立40多年，憑藉的是紮實的工序與用心，逐步建立起消費者綿長的味蕾記憶。「我們服務正港新竹在地人，外地客也多是新竹人G-來的。」牆上巨幅的老照片，顯現「本味」的老字號，從現址對面的路邊攤賣甘蔗汁起家，隨著60年代台灣經濟起飛，漸漸更換產品品項，改賣新鮮現打果汁，並以鮮奶取代煉乳，成為明星招牌的木瓜牛奶專賣店。不以花俏擺飾製造視覺效果，全靠真材實料，不加太多的水或其他添加物，單純以滿滿份量的水果，端出本味十足用心的誠意。第二代的柯老闆自信地說，自家產品與別人不同之處，就是呈現單一水果「本味」的果汁，而非果汁水，不靠其他水果提味，口感就夠濃醇香。他以「兩個小孩喝一杯500C.C.的草莓牛奶，不用1分鐘」來形容自家果汁厲害之處，好喝到完全停不住，一口喝完，來不及外帶回家！要呈現水果最單純原始的味道，對於主角—水果的挑選自然不得馬虎，使用新鮮、熟度剛剛好的水果，才能呈現出果香鮮甜的滋味。因此，本味的食材都是從產地直批，嚴選自屏東的木瓜，大小重量完全憑經驗精確判斷，果肉甜度高，香氣濃，也因此招牌「木瓜牛奶」自然是濃稠香醇。除了人氣商品木瓜牛奶，還有依季節輪替的新鮮飲品：冬天的草莓牛奶、柳丁汁，夏天就是芒果汁、酪梨牛奶、西瓜汁以及綜合蔬果汁。客製化私房果汁，隨顧客需求搭配，製作專屬的黃金比例，完全不加一滴水，貼心的服務每一位老顧客。"
"直達咖啡","","(03)6669582","東區","10018010","光復路一段544巷9弄14號","推薦菜色：咖啡豆、手沖咖啡、流淚鬆餅，「接軌國際，新鮮直達」是直達咖啡最初命名的初衷。直達，有著直接、公平與正義的意涵，也正是直達咖啡經營的核心價值。老闆劉得煒神采奕奕地說：「我們不想做複雜的事，讓主角來說話。」這裡的主角，指的就是「咖啡豆」，「煒哥」是多數咖友的暱稱，他經營咖啡館的理念、方向，與坊間咖啡館大不同，把咖啡當成新鮮食材，自然樸質的概念，將高品質的豆子分享給好友，是直達創業的最高目標。早年，台灣咖啡館流行進口深烘焙的咖啡豆，一般人對咖啡的認知也停留在深焙豆的焦苦味，直達開業後強調淺焙豆，營運初期，多數人對淺焙新鮮咖啡豆沖泡出來略帶酸度的咖啡，還無法接受，煒哥不厭其煩解說，花了好一番時日，加上近幾年全球咖啡飲品潮流翻轉，透過網路資訊推播，咖友才逐漸瞭解新鮮咖啡豆的原始好滋味，「能喝酸咖啡才能喝到好咖啡」，這是他常說的一句話。「好咖啡需要緩緩品味」，煒哥希望客人到直達咖啡，能放慢速度，慢慢喝一杯好咖啡，也透過「慢」來找到合於自己品味的專屬咖啡，體會咖啡的美好。對於首次來店客，工作人員會不厭其煩地詢問客人對於香、甘、酸、醇、苦等滋味的喜好，為客人挑選一支專屬的豆子，如此嚴謹的態度，對應了老闆的堅持：「咖啡豆與人，是我們的兩大資產。」煒哥認為，台灣咖啡市場已逐漸走向精品咖啡豆的趨勢，過去，一般人對咖啡豆的要求，並不在意「新鮮」與否，如今，嗜咖啡者卻百般挑惕，追求新鮮、莊園、精品豆；不過，精品咖啡種類繁多，初入門者往往目不暇給，他特別推薦帶有洋甘菊香與薄荷清涼的衣索比亞耶加雪夫水洗豆，是最佳入門豆。直達咖啡經營目標不侷限在咖啡豆的販售，煒哥期望拉高國人對咖啡的正確認知；兩年前開始造訪荷蘭、日本等優質豆商，相互交流，也親自到法屬留尼旺島拜訪世界最稀有、頂級「尖波旁豆」的農家，「希望把世界各地的好豆引進台灣」。不斷汲引新知是煒哥團隊的特質，他們以「聽懂、明白、簡單、熱情、相信」10個字，定義2017年的直達，同時啟動校園巡迴演講，將從新竹起步，擴及全國，把國際咖啡界最新、最正確的知識與技術，用簡單聽得懂的話，傳遞給咖啡愛好者與年輕人。"
"璽子牛肉麵","","(03)5715959","東區","10018010","博愛街31號","推薦菜色：斤餅、斤餅包牛肉、清燉牛肉麵、炸醬麵，「璽子牛肉麵」位於十八尖山登山口旁，雖非開業數十年的老字號，卻以每日現點、現做的斤餅打響名號，用餐時間總見大排長龍。店內最吸引人的，莫過於師傅在工作台前製斤餅的畫面，這是顧客必點的鎮店招牌，人氣旺到在竹北開分店，人潮依舊絡繹不絕。「璽子」老闆是江蘇人，早年在台北牛肉麵館工作，10年前興起開店念頭，將工作經驗化為技術，開了這間店。店內事務由老闆與老闆娘家人一同打理，每天一早都到店內親自燉煮牛肉、調配醬料。如今，老闆娘的兄長、妹妹已分別擔負起本店與竹北店的店長，更親自傳授斤餅功夫給師傅，讓產品品質如一。既然號稱「斤餅專賣店」，招牌自然就是斤餅。「斤餅」一詞的由來，據說是因為在大陸販售時都稱斤論兩而得名，它的做法是將植物油與麵粉製作成的油酥，跟揉好的麵糰開層疊後捲成一團，下鍋前再成圓餅狀，煎烤至金黃熟透，就是外皮酥鬆又帶嚼勁的斤餅。單點斤餅時，師傅會在餅上塗抹甜麵醬，再夾入青蔥，甜麵醬的鹹甜滋味配上略為辛嗆的蔥段，簡單又美味；點食率最高的是京醬肉絲（附斤餅）及斤餅包牛肉，前者以甜麵醬等配料炒製肉絲，用斤餅包覆食用；後者則在餅內捲入切成薄片的滷牛腱及青蔥，風味絕佳，各有千秋。「璽子」的另一項招牌是清燉牛肉麵，最能嘗到牛肉原味。將整條澳洲牛腱肉切成三大塊後下鍋燉煮，腱肉內層夾雜的牛筋，經長時間燉煮後軟化，起鍋後再切大塊配麵食用，口感極為軟嫩，充滿膠質又帶有牛肉豐厚鮮味，頗受饕客好評。此外，店家也提供以薄切羊肉搭配清湯的清燉羊肉湯、炸醬麵、香辣肉醬乾麵等選擇。種類不多，但道道吃得出店家用心。"
"草根廚房","https://www.facebook.com/%E8%8D%89%E6%A0%B9%E8%B1%90%E5%BB%9A%E9%A4%90%E9%A3%B2%E9%9B%86%E5%9C%98-165329696849460/","(03)5200351","東區","10018010","柴橋路350號","推薦菜色：極品烤鴨、草根鍋餅，2004年開幕的草根廚房位於柴橋路山腰，沿山坡而建的紅磚黑瓦屋，高低起落著，高聳的樹木環繞，推開朱紅木門，彷彿走入鄉野林間訪友一般。老闆陳世淵本身就是新竹人，從小跟在經營客家、台菜餐廳的父母身邊幫忙，累積深厚餐飲底子，後來回到老家現址開起了草根廚房。取名「草根」，是希望客人在這裡不僅能吃得安心健康，還能無拘無束，就像在家裡和親友吃飯一般自在。到「草根廚房」得吃什麼？看看每桌都有烤鴨就懂了！店裡的極品烤鴨選用宜蘭櫻桃鴨，陳世淵說草根選用的鴨殺完需足4斤半重，且須具備約70天左右的鴨熟度，烤起來韻味與口感才會好。鴨先醃上八角、月桂葉等七、八種香料略為提味，採用明火掛爐烤法，將木炭香氣燒入鴨肉，在高溫中鴨皮更為酥脆。「草根廚房」的烤鴨，採皮肉分離片法，一隻鴨約能片上二十幾片鴨皮。咬下酥脆鴨皮，伴隨清脆聲而出的是濃厚鴨脂香，竄得滿口盡是油香，原味品嘗就讓人難忘，蘸上特製甜麵醬，以純手工荷葉餅包裹宜蘭三星蔥、小黃瓜一起入口，帶出鹹香、鴨皮的脆、蔥的辛香及黃瓜的清脆爽口，豐富的層次，帶來味覺驚喜。極品烤鴨除了烤鴨切盤外，還有酸菜鴨骨燉湯、醬爆鴨骨、生菜鴨鬆等不同吃法。除了烤鴨，「草根鍋餅」也千萬別錯過。鍋餅是淮揚菜的特色點心，豬肉、蝦仁內餡配上滿滿韭菜末，韭菜的特殊香氣與多汁口感，和鍋餅灑滿白芝麻的酥脆外皮，形成強烈對比，讓人一吃就上癮。冬季來到草根廚房，還有期間限定（10∼4月底）的酸白菜鍋，酸白菜、川丸子、鴨血等配料都是店家自製。主角酸白菜用的是山東大白菜，將米漿水、花椒、高粱酒、鹽等以傳統古法醃上一個月發酵而成。大量酸白菜配上每天一早熬的大骨高湯，再放入寬粉條、肉片、凍豆腐、川丸子、鴨血、白蝦、蛤蜊、新鮮菇類等豐盛配料，微酸的湯頭讓人胃口大開，一口接一口好不歡暢！"
"小山東館","","(03)5330550","東區","10018010","民族路252號","推薦菜色：鍋貼、水餃、酸辣湯、家常炒菜，尋常中午時分，客人或笑語宏亮或親切問候；踏入小山東館，老闆陳英訓和老闆娘劉碧玉對客人如數家珍：這對高齡近90的老夫妻已經吃了30多年、那一桌是科學園區上班的老主顧、這位住在附近⋯⋯，整間餐館彷彿大家庭。小山東館原本是間貨運行，這一帶當年是眷村，司機來自大江南北，常分享各自的拿手料理，老闆娘也擁有一手好廚藝。民國71年由陳英訓出資，眾人合力在貨運行一角開了小吃部，因主廚是山東人，取名「小山東館」。小吃部初試啼聲便大獲好評，吃水餃鍋貼的人比貨運行的貨還多，客人甚至得和貨物搶位置。後來，陳老闆決定將貨運行改成小吃部，成就了飄香30多年老味道的小山東館。小山東館的家常麵食中，舊雨新知必點的招牌料理是鍋貼。老闆夫妻堅持品質，餃子麵皮和內餡都是自己製，先將麵粉揉勻，放置十分鐘讓麵糰「醒過來」、放鬆後，將麵糰撥成小塊，壓扁、拉長，放入餡料；餡料選用上等黑豬後腿肉，除了蔥、高麗菜和一般常見調味料，還加入了自己熬榨出的黑毛豬油與特殊秘方。煎成金黃色的鍋貼，擺盤成太陽花的形狀，兩頭麵皮包起來的設計，巧妙地將湯汁鎖在裡頭，一口咬下，不僅嘗到爽脆的高麗菜和鮮甜肉餡，飽滿的湯汁更充盈其中，調味料除了豬油，胡椒粉、辣椒油都老闆夫妻手工製作，讓人欲罷不能，難怪假日一天能賣出2000多顆！老店往往面臨後繼無人的問題，所幸小山東館第二代子女決心拋棄科技新貴光環，毅然接手，並搬遷到新址開業，讓這迷人的懷舊老味道，在新竹繼續傳承下去。"
"老王記小館","","(03)5348686","東區","10018010","中央路300號","推薦菜色：小籠包、水餃、綠豆稀飯，老王記的水餃每天現包現賣，由黃家兩姊妹負責，兩人一個半小時得包完1000顆水餃。前一天先將韭菜或高麗菜洗好晾乾，早上現切、現包，肥瘦參半的豬肉加入水和薑攪拌，少了油膩，多了些濃郁薑味，菜與肉的比例各半，吃起來十分爽口。小籠包、蒸餃、水餃，三種看似相近的麵食製品，在「老王記」裡卻大不同，分別使用不同麵糰製皮、內餡比例及烹煮方法，口感與味覺不一樣；從基本的食材選用與製程設計，都反應店主對食物的要求與堅持。發跡於1948年的舊東門市場，最早是「天津老王記包子舖」，歷經搬遷、更名，2009年落腳中央路現址，由第三代接手，以「老王記」之名營業，店裡大小事都全家人一手打理，親力親為，光前置備料就花費數小時，「花同樣的錢，就該享受同樣的品質保證。」年輕的黃老闆說。老王記的麵食都現點現做，當天製作賣完就收，絕不讓客人吃到回籠的食物；就連客人C-預訂，也都盡量在客人取餐前兩、三分鐘，餐點做好並打包完成，讓客人享受到尚青的美味。以老麵製作麵皮的小籠包是招牌，麵糰的發酵程度依天候、濕度、溫度、環境、時間不一，憑經驗和手感來判斷。負責小籠包麵糰製作的黃老闆謙虛說，「花了10年才完全掌控麵糰的發酵技術。」麵糰必冷藏保存，讓它在低溫中慢慢發酵約8小時，由於擀麵、包餡都在高溫的廚房中進行，如此一來，移進室溫後，麵糰發酵的速度會變慢，品質也相對穩定。十年磨一劍，完全真功夫，為呈現一流口感的天津小籠包，黃先生不斷研發改良，內餡的肉每天要花上1個多小時細挑骨頭、肉筋，讓客人吃到細緻順口的餡，挑不出細骨或難以下嚥的食材，嚴格的品管與自我要求，讓來客心服口服，一吃成主顧。"
"大眾小館","https://www.facebook.com/tachonghsinchu/","(03)5622540","東區","10018010","南大路93-3號","推薦菜色：炒飯、花雕雞、麻油松阪豬、鹹蛋苦瓜，原本是攀高搬重物的粗工，變身持鍋鏟的廚師！李俊德憑著吃苦耐勞的性格與積極學習的態度，讓自己的職涯轉身成功，也讓新竹市多了一處美食天地。在新竹市南大路的大眾小館，是新竹人耳熟能詳的快炒店，除了各色炒飯，花雕雞、麻油松阪豬、鹹蛋苦瓜這三道菜，是必點名菜。練就這麼一身炒功，李俊德可是從學徒做起！「當年薪水低，什麼都要做。」李俊德說，踏進廚房對他來說是全新體驗，從基礎學起，當時的師徒制是：師父領進門，修行看個人，老廚師並不主動叫學徒學習，得自動自發，他改變幹粗活的率性，仔細觀察師傅每道菜的步驟，逐漸領略到掌廚的要義，抓到每道料理的精髓。每天清晨6點半，李俊德送孩子上學後，便到經國路的果菜市場，親自挑選新鮮食材，「要確保每一道料理的品質」。9點半到11點是店內備料，之後便是一天最忙碌的時刻。大眾小館的經典菜是花雕雞、麻油松阪豬、鹹蛋苦瓜。花雕雞選用土雞腿，去骨後，以精選台灣菸酒公賣局的花雕酒醃漬，與杏鮑菇一併油炸，封住肉汁後起鍋備用，緊接著把切好的紅黃甜椒與青椒入鍋快炒，放入備料，再次爆嗆，燜燒約6分鐘起鍋。麻油松阪豬是將松阪豬與杏鮑菇先汆燙，另起一鍋以老薑片、麻油爆香，再將松阪豬等放入鍋中，加水、米酒、枸杞等一同拌炒；他說，松阪豬選用新竹本地的黑豬肉，非進口，油花分佈均勻，軟嫩可口、齒頰留香。另一道鹹蛋苦瓜與一般快炒店手法不同，不清炒，以油炸方式呈現。首先，將苦瓜切成薄片後油炸，鹹蛋黃弄碎後，放入鍋中，加少許鹽巴、蔥與辣椒拌炒，苦瓜宛如黃金般的色澤，視覺與口感都華麗。大眾小館的炒飯，在網路被稱譽為「新竹炒飯王」，不過，近年來已減少品項僅留下部分經典炒飯，不要錯過！"
"老港陳","https://www.facebook.com/%E8%80%81%E6%B8%AF%E9%99%B3-%E6%B8%AF%E5%BC%8F%E7%BE%8E%E9%A3%9F-112742292134562/","(03)5278186","東區","10018010","南門街55號","推薦菜色：鮮蝦腸粉、紅油抄手、皮蛋瘦肉粥、蛋意麵，老港陳老闆陳樹水本身是香港人，懷抱夢想來到台灣這塊土地，為新竹多元並茂的美食地圖增添一縷芳香。「起初，我是賣潤餅的」，直到2004年左右，才開始賣起現今在新竹膾炙人口的老港陳港式美食。一開始，是由老闆開著發財車在以前的中興百貨擺攤，最後在2012年落腳到南門街這家紅磚造的老店面。每日晚上7點過後，店內的人潮便逐漸聚集，到了深夜時刻更是一位難求，得要等待多時才能一飽口福。「我們最推薦鮮蝦腸粉、紅油抄手、皮蛋瘦肉粥以及蛋意麵。」鮮蝦腸粉是將再來米粉調製而成，淋上特調的醬汁，入口難忘。紅油抄手則是選用有豐富脂肪的豬腩，也就是俗稱的五花肉，滋味極好。在老港陳這碗看似簡單的皮蛋瘦肉粥，是用豬骨熬製的上湯去熬米成粥，比起坊間的粥，多了一份鮮甜可口的軟爛滋味。而蛋意麵則深受年輕女性喜愛，簡單美味。"
"南門當歸鴨麵線","","(03)5253216","東區","10018010","南門街30號","推薦菜色：當歸鴨麵線、當歸豬腳麵線、當歸滷味拼盤，明亮燈光與潔淨店面，南門當歸鴨和你想像的傳統「老店」不一樣；走進店裡，老闆熱情的噓寒問暖，及當歸湯暖暖甜甜的滋味，卻又如此傳統。民國55年創立的老店，緣自一場暖心意外，老闆陳慶源的父親早年熬製當歸鴨湯，單純給家人補冬，幾年下來，好味道傳遍鄰里，紛紛央求分享，最後只能開店，滿足大家需求。招牌當歸鴨湯正是他父親白手起家研究出來的配方，選用當歸、桂皮、枸杞、紅棗、熟地，搭配豬腳和六支全鴨一起燉煮，湯頭喝起來多了點「圓潤」口感。「這是很抽象的感覺，就像白開水沒味道，熬煮過的湯頭就很不一樣」陳慶源說。陳慶源退伍後從父親手中接下店面，才發現這個從小吃到大的味道原來很特別，也在經營過程中，更貼近父親。「我爸個性很固執，接手後第五、六年才能體會他的固執是對的，堅持也是對的」他說，前幾年曾建議父親修改配方、更換中藥商，統統被打回票，也讓他漸漸感受到，美味和父親的堅持是綁在一起的。美食也需順應潮流，在保存父親傳統手藝之外，他也嘗試創新，新舊拔河中，從傳統玩出新味。舉例說，他看準市場需求，推出當歸豬腳麵線，客人可以帶給長輩們過生日；近期也研發當歸餛飩、當歸羊肉，並加入太太親手做的小菜豐富菜色，拓展客源。「創新是必要的」，不過菜色新，料理流程卻都遵循傳統，絲毫不馬虎，所幸，這樣的創新，也得到老主顧的普遍讚賞。鍋爐底下的火持續燃燒，那份為家人冬天進補的心意從未熄滅。"
"無名早餐店（饅頭肉排蛋）","","(03)5721869","東區","10018010","學府路112號","推薦菜色：饅頭肉排蛋、豬肉餡餅、韭菜餡餅、蛋餅加肉排，開業30多年的無名早餐店，老闆娘蔡媽媽20多歲開賣迄今，累積穩定的顧客群，不少主顧客都成為好朋友。早餐店原本是蔡媽媽為補貼家用的副業，沒想到做出興趣與名聲，生意越做越好，因人手不夠，丈夫、兒女索性全部投入，成為家人的共同事業。本身對吃極有興趣的蔡媽媽，最喜歡在廚房裡摸索，每天研究新菜色，做出好料理跟大家分享。「端上桌的，一定要好吃，不美味的，不上桌。」這是她的原則。店裡招牌「饅頭肉排蛋」是最有媽媽味道的活力早餐，也是人氣最夯的商品。她說，兒子挑食，不想讓他每天吃相同的早餐，於是靈機一動：自己醃排骨、煎排骨，再加入荷包蛋，夾進當天現做的饅頭裡，如此一顆飽滿紮實的饅頭，吃起來既方便又飽肚，裡頭更有滿滿媽媽的愛心，沒想到此舉讓客人瞧見，也嚷著來一顆，意外成為店裡明星商品。無名早餐店生意好，門口經常大排長龍，蔡媽媽一家人並不因為生意好而鬆懈，每天戰戰兢兢用心備好每項產品，為客人準備熱騰騰的早餐。當然，老客人也總是心甘情願地等待，用這樸實又認真的一味，來開啟一天的活力"
"石家魚丸","https://sfishball.com.tw/","(03)5242965","東區","10018010","東區興學街27號","推薦菜色：骨仔肉魚丸湯、香菇摃丸、滷肉飯，石家魚丸，風城馳名老店之一，創辦人沿街敲缽、愛妻疼女的真實故事，足以寫成厚厚的一本家傳奮鬥史。石家的招牌美食—骨仔肉魚丸湯，料鮮味美，用魚漿打成的丸子Q彈富咬勁，軟嫩的骨仔肉幾乎入口即化，再搭配香滑濃郁的清澈鮮高湯，是新竹離鄉遊子深深懷念的家鄉味。1944年，創辦人石朝俊13歲，跟師傅學了手藝出師後，沿街挑擔賣魚丸。日子雖清苦，但天公疼憨人，讓他娶到姚綢這位精通廚藝的好妻子，她突發奇想將餡料包在丸子內，沒想到大受客人歡迎。「做出好吃的魚丸讓顧客滿意，是我們堅持的理念。」石家魚丸採用最上等的食材，魚漿選用深海魚，加赤肉、蔥和荸薺三種內餡，傳統工法現包現做。鍋裡的丸子隨沸水不停滾動，工作區內員工雙手幾乎沒停過，「來喲~來喲~燒ㄟ魚丸湯！」石老闆用大湯勺熟練地撈起一鍋丸子，大聲吆喝注意別被燙傷。石老闆秉持傳統製程繁複費時，「先把魚肉刮下來剁碎攪拌，每一鍋餡料攪和10分鐘以上，直到拌出肉的黏性為止。」經過大火熬煮的豬骨仔肉，口感軟嫩，細肉入口即化，坐在一旁的石老太太端了一碗魚丸湯，笑臉盈盈地和客人聊天，和善親切的態度不改當年。坐在店裡的一位老闆級顧客也攜家帶眷固定到石家魚丸報到，「我從年輕小夥子讀書打工時就開始喝他們的魚丸湯，吃了30年，口味好、價格公道、服務又好！」客人絡繹不絕，從店門口排到巷口，形成巷弄美食的另類街景。傳統道地的家鄉美味，令人想起廚房裡媽媽的身影，僅僅是一碗小小的魚丸湯，連異鄉遊子也抵擋不了它的美味，吃了還想再吃，一甲子老店果真魅力無窮！"
"禾日香魯肉飯","https://www.facebook.com/profile.php?id=100064084713497","(03)5280276","東區","10018010","民族路163號","推薦菜色：招牌魯肉飯、太陽飯、泡菜、小魚辣椒、手工魚羹，「好東西得經得起挑戰！」老闆鄭明枝開朗的說；經營魯肉飯小吃，源自喜歡做菜給家人吃，從法院書記官退休後，一頭栽入「魯肉飯」製作，無師自通，抓到要訣，後來決定開店，主打魯肉飯，因肉香濃郁，吃完唇齒留芳，備受歡迎，便以「香」字拆解出來的「禾日」當店名。禾日香創店至今5年，女兒也加入營運行列，稱得上二代合力；鄭明枝負責出菜，除滷肉燥，還供應古早味白菜滷、雞絲飯、滷大腸、炒菜心、泡菜、手工魚羹湯等，都是些常民小菜，簡單卻有好味道；招牌魯肉飯加值變成「太陽飯」，更是紅翻天，暖暖的菜名，入口就有滿滿的幸福。鄭明枝做滷肉燥都選用整塊松阪肉，肥瘦比例適當，手工切大丁塊，不假手機器；肉燥越滷越香，肥肉逐漸熟透化開，只剩瘦肉，松阪肉的口感佳，不會柴化澀口。他說，因為全家四代都在店裡吃三餐，把客人當家人看待，自己吃什麼，客人就吃什麼，所以不惜成本，店內所有配菜也秉持這樣想法，這份真心，已得到顧客認同。加入魯肉飯一級戰區，要異軍突起不容易，鄭明枝全家總動員，每年農曆春節假期，百業皆休時，他們開店，還辦熱鬧的吃魯肉飯抽紅包活動，一方面服務顧客，也招徠新客群。禾日香也開發冷凍滷肉燥包、泡菜罐、瓶裝小魚辣椒及手工魚羹包，提供外帶與宅配，還參加十大伴手禮甄選，希望透過多元管道曝光，打響「禾日香」的知名度。"
"榮記客家湯圓","","(03)5238238","東區","10018010","武昌街64號","推薦菜色：客家湯圓、白斬肉飯、梅菜爌肉飯、粉㲖，年輕潮流服飾店家林立的文昌街區，隱身一間近30年的老店─榮記客家湯圓，憑藉客家家常味，緊緊扣住年輕人的味蕾，在許多新竹人的味覺記憶裡，添上難以忘懷的好滋味。民國78年，老闆娘吳周秋子因須扛家計，身為客家人又愛吃湯圓，索性在騎樓下擺攤，賣起自己最熟悉的客家湯圓；當年，攤子上僅寫著「客家湯圓」四個字，之後為方便客人尋找，以三個孩子名字中的「榮」字命名，將路邊攤搬到老家一樓開設店面，成就今日的規模。米食向來是客家人的拿手絕活，傳統客家湯圓的特色是不包餡的紅、白小湯圓，可甜、可鹹，尤以能當主食的鹹湯圓最受歡迎。她說，鹹湯圓作法各家不同，各具風味，基本上都會加入茼蒿、肉絲、香菇、蝦米、韭菜等配料。對客家人而言，油蔥、蝦米爆香後的味道，決定了湯頭的好壞；食物才送上桌，油蔥、蝦米揉合的香氣已撲鼻，「這種強烈的存在感是屬於客家人的味道」。「榮記」的客家湯圓以較富黏性的純糯米手工揉製，每顆湯圓都得搓揉到表面完全沒有毛細孔，水煮時較不容易吸收水分，吃起來更Q彈；「榮記」鹹湯圓有獨特的美味，除了香菇、蝦米、蒜頭、肉絲、胡椒，還加入三種中藥材，大火炒出香氣，之後淋上醬油、加少許以大骨、雞骨熬煮的高湯，湯頭濃郁又鮮甜。抱著不讓客人餓著的心，榮記湯圓用大碗公裝盛，不僅青菜配料多，湯圓也毫不客氣地佔去大半碗，份量多，常讓客人忍不住驚呼，一般成年人也一碗就飽，加上價格親民，是庶民小吃中最物美價廉的選擇。"
